,label
simple_2012_0_135,1
simple_2012_0_136,0
simple_2012_0_137,0
simple_2012_0_138,0
simple_2012_0_139,0
simple_2012_0_140,0
simple_2012_0_141,0
simple_2012_0_142,1
simple_2012_0_143,1
simple_2012_0_144,0
simple_2012_0_145,1
simple_2012_0_146,0
simple_2012_0_147,0
simple_2012_0_148,0
simple_2012_0_149,0
simple_2012_0_150,0
simple_2012_0_151,0
simple_2012_0_152,0
simple_2012_0_153,0
simple_2012_0_154,0
simple_2012_0_155,0
simple_2012_0_156,0
simple_2012_0_157,0
simple_2012_0_158,0
simple_2012_0_159,0
simple_2012_0_160,0
simple_2012_0_161,0
simple_2012_0_162,1
simple_2012_0_163,0
simple_2012_0_164,0
simple_2012_0_165,0
simple_2012_0_166,0
simple_2012_0_167,0
simple_2012_0_168,0
simple_2012_0_169,0
simple_2012_0_170,0
simple_2012_0_171,0
simple_2012_0_172,0
simple_2012_0_173,0
simple_2012_0_174,1
simple_2012_0_175,0
simple_2012_0_176,0
simple_2012_0_177,0
simple_2012_0_178,0
simple_2012_0_179,0
simple_2012_0_180,0
simple_2012_0_181,0
simple_2012_0_182,0
simple_2012_0_183,0
simple_2012_0_184,0
simple_2012_0_185,0
simple_2012_0_186,0
simple_2012_0_187,2
simple_2012_0_188,4
simple_2012_0_189,1
simple_2012_0_190,0
simple_2012_0_191,2
simple_2012_0_192,0
simple_2012_0_193,0
simple_2012_0_194,0
simple_2012_0_195,0
simple_2012_0_196,0
simple_2012_0_197,0
simple_2012_0_198,0
simple_2012_0_199,0
simple_2012_0_200,0
simple_2012_0_201,0
simple_2012_0_202,0
simple_2012_0_203,0
simple_2012_0_204,0
simple_2012_0_205,0
simple_2012_0_206,0
simple_2012_0_207,0
simple_2012_0_208,0
simple_2012_0_209,0
simple_2012_0_210,0
simple_2012_0_211,0
simple_2012_0_212,0
simple_2012_0_213,0
simple_2012_0_214,0
simple_2012_0_215,0
simple_2012_0_216,0
simple_2012_0_217,0
simple_2012_0_218,0
simple_2012_0_219,0
simple_2012_0_220,0
simple_2012_0_221,0
simple_2012_0_222,1
simple_2012_0_223,1
simple_2012_0_224,0
simple_2012_0_225,0
simple_2012_0_226,0
simple_2012_0_227,0
simple_2012_0_228,0
simple_2012_0_229,0
simple_2012_0_230,0
simple_2012_0_231,0
simple_2012_0_232,0
simple_2012_0_233,0
simple_2012_0_234,0
simple_2012_0_235,0
simple_2012_0_236,0
simple_2012_0_237,0
simple_2012_0_238,0
simple_2012_0_239,0
simple_2012_0_240,0
simple_2012_0_241,0
simple_2012_0_242,0
simple_2012_0_243,0
simple_2012_0_244,0
simple_2012_0_245,0
simple_2012_0_246,0
simple_2012_0_247,0
simple_2012_0_248,0
simple_2012_0_249,0
simple_2012_0_250,0
simple_2012_0_251,0
simple_2012_0_252,0
simple_2012_0_253,0
simple_2012_0_254,0
simple_2012_0_255,1
simple_2012_0_256,0
simple_2012_0_257,0
simple_2012_0_258,0
simple_2012_0_259,0
simple_2012_0_260,0
simple_2012_0_261,0
simple_2012_0_262,0
simple_2012_0_263,0
simple_2012_0_264,0
simple_2012_0_265,0
simple_2012_0_266,0
simple_2012_0_267,0
simple_2012_0_268,0
simple_2012_0_269,0
simple_2012_0_270,0
simple_2012_0_271,0
simple_2012_0_272,0
simple_2012_0_273,0
simple_2012_0_274,0
simple_2012_0_275,0
simple_2012_0_276,0
simple_2012_0_277,0
simple_2012_0_278,0
simple_2012_0_279,0
simple_2012_0_280,0
simple_2012_0_281,0
simple_2012_0_282,0
simple_2012_0_283,0
simple_2013_0_1,2
simple_2013_0_2,2
simple_2013_0_3,1
simple_2013_0_4,1
simple_2013_0_5,0
simple_2013_0_6,0
simple_2013_0_7,0
simple_2013_0_8,0
simple_2013_0_9,0
simple_2013_0_10,0
simple_2013_0_11,0
simple_2013_0_12,0
simple_2013_0_13,0
simple_2013_0_14,0
simple_2013_0_15,0
simple_2013_0_16,0
simple_2013_0_17,0
simple_2013_0_18,0
simple_2013_0_19,0
simple_2013_0_20,0
simple_2013_0_21,0
simple_2013_0_22,0
simple_2013_0_23,0
simple_2013_0_24,0
simple_2013_0_25,0
simple_2013_0_26,0
simple_2013_0_27,0
simple_2013_0_28,0
simple_2013_0_29,0
simple_2013_0_30,0
simple_2013_0_31,0
simple_2013_0_32,0
simple_2013_0_33,0
simple_2013_0_34,1
simple_2013_0_35,1
simple_2013_0_36,0
simple_2013_0_37,0
simple_2013_0_38,0
simple_2013_0_39,0
simple_2013_0_40,0
simple_2013_0_41,0
simple_2013_0_42,0
simple_2013_0_43,0
simple_2013_0_44,0
simple_2013_0_45,0
simple_2013_0_46,0
simple_2013_0_47,0
simple_2013_0_48,1
simple_2013_0_49,0
simple_2013_0_50,0
simple_2013_0_51,0
simple_2013_0_52,0
simple_2013_0_53,0
simple_2013_0_54,0
simple_2013_0_55,0
simple_2013_0_56,0
simple_2013_0_57,0
simple_2013_0_58,0
simple_2013_0_59,0
simple_2013_0_60,0
simple_2013_0_61,0
simple_2013_0_62,0
simple_2013_0_63,0
simple_2013_0_64,0
simple_2013_0_65,0
simple_2013_0_66,0
simple_2013_0_67,0
simple_2013_0_68,4
simple_2013_0_69,1
simple_2013_0_70,2
simple_2013_0_71,1
simple_2013_0_72,1
simple_2013_0_73,2
simple_2013_0_74,1
simple_2013_0_75,0
simple_2013_0_76,0
simple_2013_0_77,0
simple_2013_0_78,1
simple_2013_0_79,1
simple_2013_0_80,1
simple_2013_0_81,0
simple_2013_0_82,1
simple_2013_0_83,1
simple_2013_0_84,0
simple_2013_0_85,0
simple_2013_0_86,0
simple_2013_0_87,1
simple_2013_0_88,1
simple_2013_0_89,0
simple_2013_0_90,0
simple_2013_0_91,0
simple_2013_0_92,1
simple_2013_0_93,0
simple_2013_0_94,0
simple_2013_0_95,0
simple_2013_0_96,0
simple_2013_0_97,0
simple_2013_0_98,0
simple_2013_0_99,1
simple_2013_0_100,0
simple_2013_0_101,0
simple_2013_0_102,0
simple_2013_0_103,0
simple_2013_0_104,0
simple_2013_0_105,0
simple_2013_0_106,0
simple_2013_0_107,0
simple_2013_0_108,0
simple_2013_0_109,1
simple_2013_0_110,0
simple_2013_0_111,0
simple_2013_0_112,0
simple_2013_0_113,0
simple_2013_0_114,1
simple_2013_0_115,0
simple_2013_0_116,0
simple_2013_0_117,1
simple_2013_0_118,1
simple_2013_0_119,0
simple_2013_0_120,0
simple_2013_0_121,0
simple_2013_0_122,0
simple_2013_0_123,0
simple_2013_0_124,0
simple_2013_0_125,0
simple_2013_0_126,0
simple_2013_0_127,0
simple_2013_0_128,0
simple_2013_0_129,1
simple_2013_0_130,1
simple_2013_0_131,1
simple_2013_0_132,0
simple_2013_0_133,1
simple_2013_0_134,1
simple_2013_0_135,1
simple_2013_0_136,0
simple_2013_0_137,0
simple_2013_0_138,0
simple_2013_0_139,0
simple_2013_0_140,0
simple_2013_0_141,0
simple_2013_0_142,1
simple_2013_0_143,0
simple_2013_0_144,0
simple_2013_0_145,1
simple_2013_0_146,0
simple_2013_0_147,0
simple_2013_0_148,0
simple_2013_0_149,0
simple_2013_0_150,0
simple_2013_0_151,0
simple_2013_0_152,0
simple_2013_0_153,0
simple_2013_0_154,0
simple_2013_0_155,0
simple_2013_0_156,0
simple_2013_0_157,0
simple_2013_0_158,0
simple_2013_0_159,0
simple_2013_0_160,0
simple_2013_0_161,0
simple_2013_0_162,1
simple_2013_0_163,0
simple_2013_0_164,0
simple_2013_0_165,0
simple_2013_0_166,0
simple_2013_0_167,0
simple_2013_0_168,0
simple_2013_0_169,0
simple_2013_0_170,0
simple_2013_0_171,0
simple_2013_0_172,0
simple_2013_0_173,0
simple_2013_0_174,1
simple_2013_0_175,0
simple_2013_0_176,0
simple_2013_0_177,0
simple_2013_0_178,0
simple_2013_0_179,0
simple_2013_0_180,0
simple_2013_0_181,0
simple_2013_0_182,0
simple_2013_0_183,0
simple_2013_0_184,0
simple_2013_0_185,0
simple_2013_0_186,0
simple_2013_0_187,2
simple_2013_0_188,4
simple_2013_0_189,1
simple_2013_0_190,0
simple_2013_0_191,2
simple_2013_0_192,0
simple_2013_0_193,0
simple_2013_0_194,0
simple_2013_0_195,0
simple_2013_0_196,0
simple_2013_0_197,0
simple_2013_0_198,0
simple_2013_0_199,0
simple_2013_0_200,0
simple_2013_0_201,0
simple_2013_0_202,0
simple_2013_0_203,0
simple_2013_0_204,0
simple_2013_0_205,0
simple_2013_0_206,0
simple_2013_0_207,0
simple_2013_0_208,0
simple_2013_0_209,0
simple_2013_0_210,0
simple_2013_0_211,0
simple_2013_0_212,0
simple_2013_0_213,0
simple_2013_0_214,0
simple_2013_0_215,0
simple_2013_0_216,0
simple_2013_0_217,0
simple_2013_0_218,0
simple_2013_0_219,0
simple_2013_0_220,0
simple_2013_0_221,0
simple_2013_0_222,1
simple_2013_0_223,1
simple_2013_0_224,0
simple_2013_0_225,0
simple_2013_0_226,0
simple_2013_0_227,0
simple_2013_0_228,0
simple_2013_0_229,0
simple_2013_0_230,0
simple_2013_0_231,0
simple_2013_0_232,0
simple_2013_0_233,0
simple_2013_0_234,0
simple_2013_0_235,0
simple_2013_0_236,0
simple_2013_0_237,0
simple_2013_0_238,0
simple_2013_0_239,0
simple_2013_0_240,0
simple_2013_0_241,0
simple_2013_0_242,0
simple_2013_0_243,0
simple_2013_0_244,0
simple_2013_0_245,0
simple_2013_0_246,0
simple_2013_0_247,0
simple_2013_0_248,0
simple_2013_0_249,0
simple_2013_0_250,0
simple_2013_0_251,0
simple_2013_0_252,0
simple_2013_0_253,0
simple_2013_0_254,0
simple_2013_0_255,1
simple_2013_0_256,0
simple_2013_0_257,0
simple_2013_0_258,0
simple_2013_0_259,0
simple_2013_0_260,0
simple_2013_0_261,0
simple_2013_0_262,0
simple_2013_0_263,0
simple_2013_0_264,0
simple_2013_0_265,0
simple_2013_0_266,0
simple_2013_0_267,0
simple_2013_0_268,0
simple_2013_0_269,0
simple_2013_0_270,0
simple_2013_0_271,0
simple_2013_0_272,0
simple_2013_0_273,0
simple_2013_0_274,0
simple_2013_0_275,0
simple_2013_0_276,0
simple_2013_0_277,0
simple_2013_0_278,0
simple_2013_0_279,0
simple_2013_0_280,0
simple_2013_0_281,0
simple_2013_0_282,0
simple_2013_0_283,0
simple_2014_0_1,2
simple_2014_0_2,2
simple_2014_0_3,1
simple_2014_0_4,1
simple_2014_0_5,0
simple_2014_0_6,0
simple_2014_0_7,0
simple_2014_0_8,0
simple_2014_0_9,0
simple_2014_0_10,0
simple_2014_0_11,0
simple_2014_0_12,0
simple_2014_0_13,0
simple_2014_0_14,0
simple_2014_0_15,0
simple_2014_0_16,0
simple_2014_0_17,0
simple_2014_0_18,0
simple_2014_0_19,0
simple_2014_0_20,0
simple_2014_0_21,0
simple_2014_0_22,0
simple_2014_0_23,0
simple_2014_0_24,0
simple_2014_0_25,0
simple_2014_0_26,0
simple_2014_0_27,0
simple_2014_0_28,0
simple_2014_0_29,0
simple_2014_0_30,0
simple_2014_0_31,0
simple_2014_0_32,0
simple_2014_0_33,0
simple_2014_0_34,1
simple_2014_0_35,1
simple_2014_0_36,0
simple_2014_0_37,0
simple_2014_0_38,0
simple_2014_0_39,0
simple_2014_0_40,0
simple_2014_0_41,0
simple_2014_0_42,0
simple_2014_0_43,0
simple_2014_0_44,0
simple_2014_0_45,0
simple_2014_0_46,0
simple_2014_0_47,0
simple_2014_0_48,1
simple_2014_0_49,0
simple_2014_0_50,0
simple_2014_0_51,0
simple_2014_0_52,0
simple_2014_0_53,0
simple_2014_0_54,0
simple_2014_0_55,0
simple_2014_0_56,0
simple_2014_0_57,0
simple_2014_0_58,0
simple_2014_0_59,0
simple_2014_0_60,0
simple_2014_0_61,0
simple_2014_0_62,0
simple_2014_0_63,0
simple_2014_0_64,0
simple_2014_0_65,0
simple_2014_0_66,0
simple_2014_0_67,0
simple_2014_0_68,3
simple_2014_0_69,1
simple_2014_0_70,2
simple_2014_0_71,1
simple_2014_0_72,1
simple_2014_0_73,2
simple_2014_0_74,1
simple_2014_0_75,0
simple_2014_0_76,0
simple_2014_0_77,0
simple_2014_0_78,1
simple_2014_0_79,1
simple_2014_0_80,1
simple_2014_0_81,0
simple_2014_0_82,1
simple_2014_0_83,1
simple_2014_0_84,0
simple_2014_0_85,0
simple_2014_0_86,0
simple_2014_0_87,1
simple_2014_0_88,0
simple_2014_0_89,0
simple_2014_0_90,0
simple_2014_0_91,0
simple_2014_0_92,1
simple_2014_0_93,0
simple_2014_0_94,0
simple_2014_0_95,0
simple_2014_0_96,0
simple_2014_0_97,0
simple_2014_0_98,0
simple_2014_0_99,1
simple_2014_0_100,0
simple_2014_0_101,0
simple_2014_0_102,0
simple_2014_0_103,0
simple_2014_0_104,0
simple_2014_0_105,0
simple_2014_0_106,0
simple_2014_0_107,0
simple_2014_0_108,0
simple_2014_0_109,1
simple_2014_0_110,0
simple_2014_0_111,0
simple_2014_0_112,0
simple_2014_0_113,0
simple_2014_0_114,1
simple_2014_0_115,0
simple_2014_0_116,0
simple_2014_0_117,1
simple_2014_0_118,1
simple_2014_0_119,0
simple_2014_0_120,0
simple_2014_0_121,0
simple_2014_0_122,0
simple_2014_0_123,0
simple_2014_0_124,0
simple_2014_0_125,0
simple_2014_0_126,0
simple_2014_0_127,0
simple_2014_0_128,0
simple_2014_0_129,1
simple_2014_0_130,1
simple_2014_0_131,1
simple_2014_0_132,0
simple_2014_0_133,1
simple_2014_0_134,1
simple_2014_0_135,1
simple_2014_0_136,0
simple_2014_0_137,0
simple_2014_0_138,0
simple_2014_0_139,0
simple_2014_0_140,0
simple_2014_0_141,0
simple_2014_0_142,1
simple_2014_0_143,0
simple_2014_0_144,0
simple_2014_0_145,1
simple_2014_0_146,0
simple_2014_0_147,0
simple_2014_0_148,0
simple_2014_0_149,0
simple_2014_0_150,0
simple_2014_0_151,0
simple_2014_0_152,0
simple_2014_0_153,0
simple_2014_0_154,0
simple_2014_0_155,0
simple_2014_0_156,0
simple_2014_0_157,0
simple_2014_0_158,0
simple_2014_0_159,0
simple_2014_0_160,0
simple_2014_0_161,0
simple_2014_0_162,1
simple_2014_0_163,0
simple_2014_0_164,0
simple_2014_0_165,0
simple_2014_0_166,0
simple_2014_0_167,0
simple_2014_0_168,0
simple_2014_0_169,0
simple_2014_0_170,0
simple_2014_0_171,0
simple_2014_0_172,0
simple_2014_0_173,0
simple_2014_0_174,1
simple_2014_0_175,0
simple_2014_0_176,0
simple_2014_0_177,0
simple_2014_0_178,0
simple_2014_0_179,0
simple_2014_0_180,0
simple_2014_0_181,0
simple_2014_0_182,0
simple_2014_0_183,0
simple_2014_0_184,0
simple_2014_0_185,0
simple_2014_0_186,0
simple_2014_0_187,2
simple_2014_0_188,4
simple_2014_0_189,0
simple_2014_0_190,0
simple_2014_0_191,2
simple_2014_0_192,0
simple_2014_0_193,0
simple_2014_0_194,0
simple_2014_0_195,0
simple_2014_0_196,0
simple_2014_0_197,0
simple_2014_0_198,0
simple_2014_0_199,0
simple_2014_0_200,0
simple_2014_0_201,0
simple_2014_0_202,0
simple_2014_0_203,0
simple_2014_0_204,0
simple_2014_0_205,0
simple_2014_0_206,0
simple_2014_0_207,0
simple_2014_0_208,0
simple_2014_0_209,0
simple_2014_0_210,0
simple_2014_0_211,0
simple_2014_0_212,0
simple_2014_0_213,0
simple_2014_0_214,0
simple_2014_0_215,0
simple_2014_0_216,0
simple_2014_0_217,0
simple_2014_0_218,0
simple_2014_0_219,0
simple_2014_0_220,0
simple_2014_0_221,0
simple_2014_0_222,1
simple_2014_0_223,1
simple_2014_0_224,0
simple_2014_0_225,0
simple_2014_0_226,0
simple_2014_0_227,0
simple_2014_0_228,0
simple_2014_0_229,0
simple_2014_0_230,0
simple_2014_0_231,0
simple_2014_0_232,0
simple_2014_0_233,0
simple_2014_0_234,0
simple_2014_0_235,0
simple_2014_0_236,0
simple_2014_0_237,0
simple_2014_0_238,0
simple_2014_0_239,0
simple_2014_0_240,0
simple_2014_0_241,0
simple_2014_0_242,0
simple_2014_0_243,0
simple_2014_0_244,0
simple_2014_0_245,0
simple_2014_0_246,0
simple_2014_0_247,0
simple_2014_0_248,0
simple_2014_0_249,0
simple_2014_0_250,0
simple_2014_0_251,0
simple_2014_0_252,0
simple_2014_0_253,0
simple_2014_0_254,0
simple_2014_0_255,1
simple_2014_0_256,0
simple_2014_0_257,0
simple_2014_0_258,0
simple_2014_0_259,0
simple_2014_0_260,0
simple_2014_0_261,0
simple_2014_0_262,0
simple_2014_0_263,0
simple_2014_0_264,0
simple_2014_0_265,0
simple_2014_0_266,0
simple_2014_0_267,0
simple_2014_0_268,0
simple_2014_0_269,0
simple_2014_0_270,0
simple_2014_0_271,0
simple_2014_0_272,0
simple_2014_0_273,0
simple_2014_0_274,0
simple_2014_0_275,0
simple_2014_0_276,0
simple_2014_0_277,0
simple_2014_0_278,0
simple_2014_0_279,0
simple_2014_0_280,0
simple_2014_0_281,0
simple_2014_0_282,0
simple_2014_0_283,0
simple_2015_0_1,2
simple_2015_0_2,2
simple_2015_0_3,1
simple_2015_0_4,1
simple_2015_0_5,0
simple_2015_0_6,0
simple_2015_0_7,0
simple_2015_0_8,0
simple_2015_0_9,0
simple_2015_0_10,0
simple_2015_0_11,0
simple_2015_0_12,0
simple_2015_0_13,0
simple_2015_0_14,0
simple_2015_0_15,0
simple_2015_0_16,0
simple_2015_0_17,0
simple_2015_0_18,0
simple_2015_0_19,0
simple_2015_0_20,0
simple_2015_0_21,0
simple_2015_0_22,0
simple_2015_0_23,0
simple_2015_0_24,0
simple_2015_0_25,0
simple_2015_0_26,0
simple_2015_0_27,0
simple_2015_0_28,0
simple_2015_0_29,0
simple_2015_0_30,0
simple_2015_0_31,0
simple_2015_0_32,0
simple_2015_0_33,0
simple_2015_0_34,1
simple_2015_0_35,1
simple_2015_0_36,0
simple_2015_0_37,0
simple_2015_0_38,0
simple_2015_0_39,0
simple_2015_0_40,0
simple_2015_0_41,0
simple_2015_0_42,0
simple_2015_0_43,0
simple_2015_0_44,0
simple_2015_0_45,0
simple_2015_0_46,0
simple_2015_0_47,0
simple_2015_0_48,1
simple_2015_0_49,0
simple_2015_0_50,0
simple_2015_0_51,0
simple_2015_0_52,0
simple_2015_0_53,0
simple_2015_0_54,0
simple_2015_0_55,0
simple_2015_0_56,0
simple_2015_0_57,0
simple_2015_0_58,0
simple_2015_0_59,0
simple_2015_0_60,0
simple_2015_0_61,0
simple_2015_0_62,0
simple_2015_0_63,0
simple_2015_0_64,0
simple_2015_0_65,0
simple_2015_0_66,0
simple_2015_0_67,0
simple_2015_0_68,3
simple_2015_0_69,1
simple_2015_0_70,1
simple_2015_0_71,1
simple_2015_0_72,1
simple_2015_0_73,2
simple_2015_0_74,1
simple_2015_0_75,0
simple_2015_0_76,0
simple_2015_0_77,0
simple_2015_0_78,1
simple_2015_0_79,1
simple_2015_0_80,1
simple_2015_0_81,0
simple_2015_0_82,1
simple_2015_0_83,1
simple_2015_0_84,0
simple_2015_0_85,0
simple_2015_0_86,0
simple_2015_0_87,1
simple_2015_0_88,0
simple_2015_0_89,0
simple_2015_0_90,0
simple_2015_0_91,0
simple_2015_0_92,1
simple_2015_0_93,0
simple_2015_0_94,0
simple_2015_0_95,0
simple_2015_0_96,0
simple_2015_0_97,0
simple_2015_0_98,0
simple_2015_0_99,1
simple_2015_0_100,0
simple_2015_0_101,0
simple_2015_0_102,0
simple_2015_0_103,0
simple_2015_0_104,0
simple_2015_0_105,0
simple_2015_0_106,0
simple_2015_0_107,0
simple_2015_0_108,0
simple_2015_0_109,1
simple_2015_0_110,0
simple_2015_0_111,0
simple_2015_0_112,0
simple_2015_0_113,0
simple_2015_0_114,1
simple_2015_0_115,0
simple_2015_0_116,0
simple_2015_0_117,1
simple_2015_0_118,1
simple_2015_0_119,0
simple_2015_0_120,0
simple_2015_0_121,0
simple_2015_0_122,0
simple_2015_0_123,0
simple_2015_0_124,0
simple_2015_0_125,0
simple_2015_0_126,0
simple_2015_0_127,0
simple_2015_0_128,0
simple_2015_0_129,1
simple_2015_0_130,1
simple_2015_0_131,1
simple_2015_0_132,0
simple_2015_0_133,1
simple_2015_0_134,1
simple_2015_0_135,0
simple_2015_0_136,0
simple_2015_0_137,0
simple_2015_0_138,0
simple_2015_0_139,0
simple_2015_0_140,0
simple_2015_0_141,0
simple_2015_0_142,0
simple_2015_0_143,0
simple_2015_0_144,0
simple_2015_0_145,1
simple_2015_0_146,0
simple_2015_0_147,0
simple_2015_0_148,0
simple_2015_0_149,0
simple_2015_0_150,0
simple_2015_0_151,0
simple_2015_0_152,0
simple_2015_0_153,0
simple_2015_0_154,0
simple_2015_0_155,0
simple_2015_0_156,0
simple_2015_0_157,0
simple_2015_0_158,0
simple_2015_0_159,0
simple_2015_0_160,0
simple_2015_0_161,0
simple_2015_0_162,1
simple_2015_0_163,0
simple_2015_0_164,0
simple_2015_0_165,0
simple_2015_0_166,0
simple_2015_0_167,0
simple_2015_0_168,0
simple_2015_0_169,0
simple_2015_0_170,0
simple_2015_0_171,0
simple_2015_0_172,0
simple_2015_0_173,0
simple_2015_0_174,1
simple_2015_0_175,0
simple_2015_0_176,0
simple_2015_0_177,0
simple_2015_0_178,0
simple_2015_0_179,0
simple_2015_0_180,0
simple_2015_0_181,0
simple_2015_0_182,0
simple_2015_0_183,0
simple_2015_0_184,0
simple_2015_0_185,0
simple_2015_0_186,0
simple_2015_0_187,2
simple_2015_0_188,4
simple_2015_0_189,0
simple_2015_0_190,0
simple_2015_0_191,1
simple_2015_0_192,0
simple_2015_0_193,0
simple_2015_0_194,0
simple_2015_0_195,0
simple_2015_0_196,0
simple_2015_0_197,0
simple_2015_0_198,0
simple_2015_0_199,0
simple_2015_0_200,0
simple_2015_0_201,0
simple_2015_0_202,0
simple_2015_0_203,0
simple_2015_0_204,0
simple_2015_0_205,0
simple_2015_0_206,0
simple_2015_0_207,0
simple_2015_0_208,0
simple_2015_0_209,0
simple_2015_0_210,0
simple_2015_0_211,0
simple_2015_0_212,0
simple_2015_0_213,0
simple_2015_0_214,0
simple_2015_0_215,0
simple_2015_0_216,0
simple_2015_0_217,0
simple_2015_0_218,0
simple_2015_0_219,0
simple_2015_0_220,0
simple_2015_0_221,0
simple_2015_0_222,1
simple_2015_0_223,1
simple_2015_0_224,0
simple_2015_0_225,0
simple_2015_0_226,0
simple_2015_0_227,0
simple_2015_0_228,0
simple_2015_0_229,0
simple_2015_0_230,0
simple_2015_0_231,0
simple_2015_0_232,0
simple_2015_0_233,0
simple_2015_0_234,0
simple_2015_0_235,0
simple_2015_0_236,0
simple_2015_0_237,0
simple_2015_0_238,0
simple_2015_0_239,0
simple_2015_0_240,0
simple_2015_0_241,0
simple_2015_0_242,0
simple_2015_0_243,0
simple_2015_0_244,0
simple_2015_0_245,0
simple_2015_0_246,0
simple_2015_0_247,0
simple_2015_0_248,0
simple_2015_0_249,0
simple_2015_0_250,0
simple_2015_0_251,0
simple_2015_0_252,0
simple_2015_0_253,0
simple_2015_0_254,0
simple_2015_0_255,1
simple_2015_0_256,0
simple_2015_0_257,0
simple_2015_0_258,0
simple_2015_0_259,0
simple_2015_0_260,0
simple_2015_0_261,0
simple_2015_0_262,0
simple_2015_0_263,0
simple_2015_0_264,0
simple_2015_0_265,0
simple_2015_0_266,0
simple_2015_0_267,0
simple_2015_0_268,0
simple_2015_0_269,0
simple_2015_0_270,0
simple_2015_0_271,0
simple_2015_0_272,0
simple_2015_0_273,0
simple_2015_0_274,0
simple_2015_0_275,0
simple_2015_0_276,0
simple_2015_0_277,0
simple_2015_0_278,0
simple_2015_0_279,0
simple_2015_0_280,0
simple_2015_0_281,0
simple_2015_0_282,0
simple_2015_0_283,0
simple_2016_0_1,2
simple_2016_0_2,2
simple_2016_0_3,1
simple_2016_0_4,1
simple_2016_0_5,0
simple_2016_0_6,0
simple_2016_0_7,0
simple_2016_0_8,0
simple_2016_0_9,0
simple_2016_0_10,0
simple_2016_0_11,0
simple_2016_0_12,0
simple_2016_0_13,0
simple_2016_0_14,0
simple_2016_0_15,0
simple_2016_0_16,0
simple_2016_0_17,0
simple_2016_0_18,0
simple_2016_0_19,0
simple_2016_0_20,0
simple_2016_0_21,0
simple_2016_0_22,0
simple_2016_0_23,0
simple_2016_0_24,0
simple_2016_0_25,0
simple_2016_0_26,0
simple_2016_0_27,0
simple_2016_0_28,0
simple_2016_0_29,0
simple_2016_0_30,0
simple_2016_0_31,0
simple_2016_0_32,0
simple_2016_0_33,0
simple_2016_0_34,1
